2510,34.6384506225586
9538,61.5034637451172
13554,199.230072021484
14056,445.372619628906
20582,1272.71862792969
24096,1104.43969726563
24598,368.854461669922
31626,426.157318115234
32128,575.806274414063
34136,887.411193847656
36144,907.409729003906
39156,802.887878417969
41666,881.261047363281
45180,1404.17895507813
50200,1709.14038085938
52208,1448.4853515625
54216,1155.72143554688
61244,1640.90759277344
63252,2841.38256835937
63754,2106.11254882813
64758,2172.04736328125
65762,1150.77221679688
68774,1391.50842285156
72790,1764.828125
74296,1493.96362304687
79316,1580.03747558594
80822,2698.41943359375
81826,1455.04528808594
82830,1583.09252929688
86846,1983.20251464844
89356,1352.88562011719
96384,2670.12915039062
102408,1420.94653320313
103412,2208.46752929687
107428,2251.52612304687
115460,2403.5791015625
122990,2185.53491210937
123492,2902.2197265625
130018,2710.26733398437
130520,2818.86010742187
136544,1909.736328125
138050,2618.58325195313
142066,2502.86694335937
143572,2471.9453125
146082,1121.037109375
148592,1686.21594238281
155118,1910.53430175781
159134,2260.50170898437
160138,2814.90673828125
160640,2253.73022460937
162146,2755.10473632812
173692,2963.20751953125
174194,2916.70092773438
180218,2164.6103515625
183230,2288.82739257812
183732,3044.427734375
184234,2774.15625
190258,1784.95593261719
194274,1801.19396972656
196282,1156.40588378906
197286,2796.96118164062
199796,2325.1044921875
202306,1148.81188964844
203310,3298.375
208832,1406.12890625
211844,1699.85192871094
212346,3107.8544921875
219374,2986.02709960937
219876,1602.99279785156
220880,3017.69653320313
224394,3051.70751953125
231924,2929.2822265625
233932,3263.98974609375
235438,3076.32666015625
236442,3015.3994140625
238450,3174.65991210937
238952,3032.662109375
241462,3300.82373046875
241964,2051.7822265625
244976,3423.67529296875
256522,3039.91430664062
257526,2588.07177734375
258028,3322.84252929687
258530,2770.81103515625
260036,2972.05615234375
261040,1974.18041992188
268068,2767.13330078125
268570,2226.41040039062
269574,3104.73950195313
270578,2892.44970703125
271582,1276.90600585938
273590,3358.505859375
274594,3616.654296875
277606,2937.92504882812
279614,3321.53466796875
282626,3690.4951171875
283630,3037.26953125
285638,2826.85522460938
293670,3189.55908203125
296682,3529.3720703125
298690,3630.7666015625
299694,2840.908203125
308730,2099.89721679687
312746,2904.49462890625
313248,3048.19995117187
315758,2379.82104492187
316260,3601.30249023437
320276,2498.98779296875
323288,3721.61083984375
323790,3522.82543945312
326300,2060.11157226563
330818,2334.2353515625
335336,2893.22485351562
339352,3464.86547851562
339854,2853.802734375
347886,1259.78247070313
348890,3287.14306640625
362444,3342.61962890625
363448,3498.76806640625
364452,2505.57592773437
365958,2025.7177734375
367464,3166.14794921875
367966,3365.00634765625
373990,2636.482421875
384030,1371.681640625
389552,3987.474609375
390054,4266.32470703125
393066,4135.55908203125
396078,3828.943359375
404110,2964.95703125
404612,3492.64697265625
405616,4203.2255859375
411640,2169.67822265625
418166,3515.00756835937
422182,4220.94091796875
423688,4194.0341796875
430716,2722.26831054687
433226,5671.05908203125
435234,3181.12036132813
437744,2695.56909179687
445274,3652.51831054687
450796,2916.591796875
452804,3060.57055664062
467362,2660.919921875
468366,2577.13061523437
473386,3475.7197265625
476900,4122.48828125
483928,4832.7490234375
493466,3640.72143554687
499490,3170.57421875
502000,5231.98388671875
503506,3487.58178710937
504510,4112.2421875
510032,3731.10278320312
513546,3274.77490234375
515554,2561.19213867187
516558,2094.86840820312
521076,2985.5
530614,5278.8095703125
537642,3719.56274414062
538144,4512.41748046875
539148,3484.0654296875
541156,4221.4833984375
545674,3652.41284179687
551698,3437.75952148437
553706,4566.3349609375
554710,4625.4462890625
556216,4567.86376953125
557220,3296.06396484375
558224,3317.88330078125
563244,5222.3828125
565252,3685.80200195312
568766,3170.72290039063
569770,4769.23828125
572280,3492.01953125
575794,4302.66845703125
578304,3690.57348632812
578806,3267.25146484375
584830,4222.93115234375
589850,5424.0576171875
590854,4260.97265625
591356,4366.03271484375
594870,4896.18310546875
597380,3713.99780273437
599388,5919.62646484375
599890,5679.9765625
605914,3158.8193359375
609930,4859.36279296875
611938,4889.14697265625
615452,4074.67065429688
624990,6430.02392578125
625994,4927.32861328125
628504,6144.1611328125
629006,5371.7119140625
630010,5373.92724609375
631516,4740.05712890625
633524,4681.03466796875
636536,7132.71923828125
638544,5387.40576171875
641054,7401.4833984375
644066,7575.58349609375
645572,7348.60546875
648082,5102.541015625
652098,5836.23974609375
654106,7356.38818359375
656114,4689.8359375
660632,3992.1171875
664146,4676.197265625
665652,6112.72412109375
666154,6399.17529296875
670672,6356.11474609375
675692,5327.00439453125
683222,6079.7255859375
685230,6135.81787109375
690752,4384.9375
691254,5253.71435546875
693262,5389.25927734375
699788,5802.11279296875
711836,4511.03564453125
722378,7158.7041015625
722880,7990.46728515625
731916,6019.35302734375
732418,6665.64697265625
733924,4448.71435546875
740450,5711.79736328125
741454,3716.54736328125
746976,7149.33984375
748482,4882.3759765625
